Datetime,Open,High,Low,Close
2020-11-12 09:15:00,803.1500244140625,808.2000122070312,803.1500244140625,805.75
2020-11-12 09:16:00,805.25,807.9500122070312,805.25,806.9500122070312
2020-11-12 09:17:00,806.9500122070312,809.0,806.2000122070312,808.7999877929688
2020-11-12 09:18:00,808.8499755859375,809.0999755859375,807.2000122070312,808.25
2020-11-12 09:19:00,808.75,808.8499755859375,807.25,808.5
2020-11-12 09:20:00,808.5499877929688,808.6500244140625,805.5999755859375,805.5999755859375
